PC1,PC2
8.73996,1.4652882
9.877672,-0.31533766
8.667895,-0.06492512
-26.060684,-28.374376
8.0466,-1.3613986
-19.626627,19.247906
8.11917,0.13582845
10.087997,-0.3461736
-17.447023,18.241703
8.87021,-0.07030217
-16.654852,-10.887363
9.100947,-0.266068
7.9796953,0.23303543
-19.68693,10.427017
9.098912,-0.2159381
-19.087965,-16.924892
8.905602,-0.19254978
8.89242,0.14062151
9.801372,0.41662404
5.5737977,0.40291584
-18.853863,-0.848385
-21.84358,-19.494099
-22.948277,-20.216343
-7.4326944,9.363082
7.604508,-0.6222432
8.981532,-0.076899834
-18.77894,-18.44642
-25.70138,-24.700214
-21.247738,-15.987524
8.227835,0.69054943
8.272349,-0.6290874
-20.084318,23.636786
-13.947268,18.465765
7.926735,0.1733263
10.058213,-0.17494123
8.610859,-0.45181236
10.586719,-0.11781139
8.653816,0.52920234
9.287735,-0.5134493
9.677337,-0.14690714
-13.012993,17.181036
3.5585146,-0.73039865
8.19923,-0.016165785
8.555354,-0.31624255
8.748423,-0.57185256
7.715236,-0.2969591
9.509864,-0.090817384
-23.952326,-23.923517
10.193639,-0.43653044
-27.070755,-25.96014
8.425513,0.10978705
-29.554281,-22.407415
9.121041,-0.3008079
-14.659924,-9.856349
5.2316203,-0.29387614
9.519728,-0.4066817
11.543462,0.03062834
9.0650015,-0.23008405
-21.281008,-14.320829
-13.039192,-9.283212
-12.999373,13.502083
6.3897038,-0.88309366
8.407251,0.116316244
-24.559355,10.842013
8.9028635,-0.12366796
-23.57062,27.792103
-13.628196,-10.839001
8.367751,0.048417676
8.185131,-1.2557658
-24.34342,7.3759003
7.68306,-0.8665678
-18.443243,25.255316
8.988381,0.3578761
9.364444,-0.41945222
